ID,ID_Ristow,ID_Khatchatrian,Page_Khatchatrian,Page_Khatchatrian_1982_Suppl,Pelagios_ID,Place_name_modern,Localisation,X_coordinates,Y_coordinates,Localisation_certainty,Localisation_notes,Certainty,Place_name_full_precisely_transcribed_from_Ristow,Near,Place_name_ancient,Place_name_alternative_forms,State_modern,Region_modern,Island,Region_ancient,Province_ancient,Date_Ristow,Built_after_or_in,Built_before_or_in,Date_century_from_ante_quem,Date_average,Date_century_from_average,Date_certainty,Separate_Building_or_Part_of_the_Church,Place_specification,Patrocinium,Building_orientation,Building_shape_1,Building_shape_2,Building_shape_3,Building_shape_note,Entrance_from,Entrance_room,Apse,Piscina_location,Piscina_shape_1,Piscina_shape_2,Piscina_shape_3,Piscina_shape_4,Piscina_shape_5,Piscina_shape_6,Piscina_shape_note,Additional_piscina,Monolithic_piscina,Piscina_steps_number_max,Piscina_steps_from_direction,Piscina_depth_cm,Piscina_depth_precise,Piscina_height_cm,Not_totally_full,Ciborium,Ciborium_supports_no,Plan_reference,Plan,Photo,Notes,
51,51,,,100,,Qaṣr Ibrīm,"Qaṣr Ibrīm, Egypt",31.99,22.65,1,,certain or very probable,"Qaṣr Ibrīm (Kasr Ibrim/Primis) {Nubien}, Kathedrale (6./7. Jh.)",,,"Qaṣr Ibrīm, Kasr Ibrim, Primis",Egypt,,,Nubia,,6/7,500,699,7,600,7,,c,cathedral,,SE,rectangle,,,,"E, W","E, W",N,E,rectangle,,,,,,,,,,,,,,,,,"Godlewski 1979, 128f., fig. 94f",,,Katedrála je z období (6./7. Jh.),
52,52,,,,,Qift,"Qift, Egypt",32.82,26.00,1,,certain or very probable,"Quft (Koptos/Kebt), W-Kirche",,,"Quft, Koptos, Kebt",Egypt,,,,,5 (?),400,499,5,450,5,n,c,northern church,,E,rectangle,,,?,,,,,octogon,cross,rectangle,,,,octogon with 4 open access,,,3,"S, N, E",140,,,,y,4,"Petrie 1896, Pl. XXVI (o. re.); Reinach 1910, Plan; Godlewski 1991, 198 (Abb. o. re.) [Pisc.]",,,,
53,53,,,100,,Šaiḥ Bedawi,"Šaiḥ Bedawi, Egypt",29.9064362,31.1881702,3,Badawi,certain or very probable,Šaiḥ Bedawi (Šeih Bedawi) {Nubien},,,Šeih Bedawi,Egypt,,,Nubia,,7/8 (Ende 7),700,799,8,750,8,n,,,,SE,rectangle,,,,"S, W","S, W",,SE,rectangle,,,,,,,,y,,,,,,,,,"Godlewski 1979, 131, fig. 97",,,,
54,54,,,,,Sidi Mahmūd,"Sidi Mahmūd, Egypt",,,4,"Několik lokalit se stejným názvem, chybí upřesnění",certain or very probable,Sidi Mahmūd (Burg al-Arab),,,"Sidi Mahmūd, Burg al-Arab",Egypt,,,,,fma (6/7?),500,699,7,600,7,n,c,,,S,rectangle,,,,"N, W","N, W",,W,round,rectangle,,,,,? - open access,,,,,65,n,,,y,4,"Grossmann/Khorshid 1994, 80, Fig. 1; 83, Fi. 2",,,,
55,55,36,,98,,Sohag,"Sohag, Egypt",31.69,26.56,1,,certain or very probable,"Sūhāğ (Dair Anbā Šinūda/Sohag/Amba Schenuda), Dair al-Abyaḍ (Weißes Kloster)",,,"Sūhāğ, Dair Anbā Šinūda, Sohag, Amba Schenuda, Dair al-Abyaḍ",Egypt,,,,,5 (Mitte),425,474,5,450,5,,c,White monastery,,SE,polygon,,,8 niches,"N, W","N, W",,M,octogon,,,,,,,,,3,"E, W",78,,,,,,"Leroy 1976, 5, Fig. 3, 4; Grossmann 1984, 71, Fig. 1; 73, Fig. 2; Grossmann 1996, 46, Abb. 3",,,,
56,56,35,,,,Sohag,"Sohag, Egypt",31.69,26.56,1,,certain or very probable,"Sūhāğ (Dair Anbā Šinūda/Sohag/Amba Schenuda), Dair al-Aḥmar (Rotes Closter/Abou Bschoi)",,,"Sūhāğ, Dair Anbā Šinūda, Sohag, Amba Schenuda, Dair al-Aḥmar",Egypt,,,,,5/6,400,599,6,500,6,,c,Red monastery,,SE,square,,,,"S, W","S, W",E,E,round,,,,,,,,,,,,,,,,,,,,,
57,57,,,,,Tall-al-Faramā,"Tall-al-Faramā, Egypt",32.54,31.04,1,,certain or very probable,"Tall-al-Faramā (Pelusium), Rundbau (Faramā West)",,Pelusium,Tall-al-Faramā,Egypt,,,,,6/7,500,699,7,600,7,,c,rotunda Faraná-západ,,NE,rectangle,,,,,,,M,cross,round,,,,,,,,,,,,,,,,"al-Taher/|Grossmann 1996 (im Druck), Taf. 1f",,,,
58,58,15,,,,Tōd,"Tōd, Egypt",32.52,25.58,1,,certain or very probable,Tōd (Tuphium/Tot/To(u)d/Taut),,,"Tōd , Tuphium, Tot, Tod, Toud, Taut",Egypt,,,,,5/6,400,599,6,500,6,,,,,NE,rectangle,,,,S,S,,NE,round,rectangle,,,,,,,,,,,,,,,,,,,,
59,59,2,,100,,Wadi es-Sebua,"Wadi es-Sebua, Egypt",32.55,22.79,1,,certain or very probable,"Wādi aṣ Ṣubūa (Wadi el(s)-Sebua/Ouadi es-Sebua) {Nubien}, in einem pharaonischen Tempel",,,"Wādi aṣ Ṣubūa, Wadi el-Sebua, Wadi es-Sebua, Ouadi es-Sebua",Egypt,,,Nubia,,795 (vor),745,794,8,770,8,,c,,,SE,inside the church,,,,open,open,,SE,square,,,,,,,,y,,,65,,75,,,,"Godlewski 1979, 125, fig. 92; Godlewski 1982, 138, fig. 3,1",,,https://en.wikipedia.org/wiki/Wadi_es-Sebua,
60,60,43,,,,Wādi el-Naṭrūn,"Wādi el-Naṭrūn, Egypt",30.33,30.39,1,,certain or very probable,"Wādi el-Naṭrūn (Wadi Natrun/Natronal), al-Andra (im Dair el-Surijan Kloster)",al-Andra,,"Wādi el-Naṭrūn, Wadi Natrun, Natronal",Egypt,,,,,9 (?),800,899,9,822,9,n,c,In the Dair el-Surijan Monastery,Dair el-Surijan Kloster),NW,square,,,,S,S,,NE,round,rectangle,,,,,,,,,,,,,,,,"White 1933, 244, pl. 82",,,,
61,61,,,,,Aksum,"Aksum, Ethiopia",38.73,14.12,1,,certain or very probable,"Aksum {Tigray}, westlich der Kirche",,,Aksum,Ethiopia,Tigray,,,,5-9,400,899,9,650,7,,,west of the church,,,,,,,,,,,round,,,,,,,,y,,,,,,,,,,,,,
62,62,,,,,Degum Sellasie,"Degum Sellasie, Ethiopia",38.73,14.12,2,Aksum,certain or very probable,Degum Sellasie (100 km südöstl. Aksum) {Tigray},Aksum,,Degum Sellasie,Ethiopia,Tigray,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,E,rectangle,,,?,,,,,round,,,,,,open access,,,5,"N, S",158,,,,,,,,,,
63,63,,,,,Enda Čerqos,"Enda Čerqos, Ethiopia",38.73,14.12,2,Aksum,certain or very probable,Enda Čerqos (b. Haoułti-Mélazo/10 km südöstl. Aksum) {Tigray},"Haoułti-Mélazo, Aksum",,Enda Čerqos,Ethiopia,Tigray,,,,6 (?),500,599,6,550,6,n,,,,SE,rectangle,,,,W,W,,M/O,oval,octogon,rectangle,,,,octogon~,,,1,,65,,,,,,"Contenson 1961, Pl. XXVff",Ristow Tafel 14a,,,
64,64,,,,,Yéḥā,"Yéḥā, Ethiopia",39.02,14.28,1,,certain or very probable,Yéḥā {Tigray},,,"Yéḥā , Yéḥā",Ethiopia,Tigray,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,SE,rectangle,,,,,,,E,rectangle,oval,,,,,oval with open access,,,4,"W, E, N",,,,,,,"Docresse 1956, 212, Fig. 1",,,,
65,65,,,,,Ballshi,"Ballshi, Albania",19.74,40.60,1,,certain or very probable,Ballshi (Ballsh/Glavinitza/Kephallenia) {Fier},,,"Ballshi, Ballsh, Glavinitza, Kephallenia",Albania,Fier,,,,6,500,599,6,550,6,,,,,N,rectangle,,,,S,W,E,M/W,round,rectangle,,,,,,,,,W,,,,,,,"Anamali in: ACA 11, 2624, Fig. 4; Anamali 1988, 133, Fig. 2",,,,
66,66,,71,,,Butrinti,"Butrinti, Albania",20.00,39.87,1,,certain or very probable,Butrinti (Butrint/But(h)rotum/Rotario) {Sarande},,,"Butrinti, Butrint, Butrotum, Buthrotum, BuhrotumRotario",Albania,Sarande,,,,5/6,400,599,6,500,6,,,,,,round,square,,"round with double inside support ring, square irregular","N,W",N,,M,rectangle,round,,,,,rectangle-quatrefoil,,,,,,,,,,,"Volanakis 1976, Eik. IV,1 [alpha]; Meksi 1983, 57, Tab. I; Koch 1985, Abb.37",,,"Baptistérium (druhé největší po baptisteriu v chrámu sv. Sofie v Istanbulu), mozaikové obrazy na podlaze zobrazují výjevy vody, spásy a vykoupení. Za povšimnutí stojí křtitelnice, která bývala fontánou a jejíž voda byla ohřívána podlahovým topením a vedena pod mozaikou až k fontáně/křtitelnici. ( https://www.agltravel.cz/stranky/72:jizni-albanie-informace-o-zemi.html )",
67,67,,,,,Finiq,"Finiqi, Albania",20.06,39.91,1,,certain or very probable,Finiqi (Finike/Phoenike/Phoiniki) {Sarande},,,"Finiqi, Finike, Phoenike, Phoiniki",Albania,Sarande,,,,6/7 (Ende),500,699,7,600,7,,,,,N,rectangle,,,,S,S,,M,round,octogon,,,,,octogon with ciborium projection; station for the Baptist in the north,,,,S,75,,,,y,4,"Ugolini 1902, Beil.; Voltanakis 1976, Eik. V,5 [epsilon]",,,,
68,68,,,117,,Lin,"Lin, Albania",20.64,41.07,1,,certain or very probable,"Lin (Westufer des Ohrid-sees) {Pogradec} [Лин], Polygon-Kirche",Ohrid Lake,,"Lin, Лин",Albania,Pogradec,,,,5-7,400,699,7,550,6,,c,polygon church,,NE,rectangle,,,,S,S,,M,square,,,,,,square-quatrefoil,,,,,,,,,,,"Anamali 1993, 470, Fig. 10",,,,
69,69,,,,,Zahradishtё,"Zahradishtё, Albania",,,4,,certain or very probable,Zahradishtё (Deapolis) {Korce},,Deapolis,Zahradishtё,Albania,Korce,,,,6,500,599,6,550,6,,,,,SW,rectangle,,,,"N,W","N,W",,M/E,round,,,,,,,,,,,,,,,,,,,,,
70,70,262,,,,Annaba,"Annaba, Algeria",7.77,36.90,1,,certain or very probable,"Annaba (Hippo Regius/Annoba/Bône/Hippone), ""Kathedrale"" (?)",,Hippo Regius,"Annaba, Annoba, Bône, Hippone",Algeria,,,,,4 (2. H.)/5,350,499,5,425,5,,c,cathedral,,NE,semicircle,triangle,,semicircle-semirectangle,"S, W","S, W",,M,oval,cross,rectangle,,,,,1,,2,"E, W",100,,,,y,4,"Leglay in: ACA 5, 405, Fig. 5; Kretschmar 1970, 2474, Fig. 8; Berry 1976, 8 (Abb.); Duval in: RAC XV (1991) Sp. 462, Abb.3; Gui/Duval/Caillet 1992, CLXXXI",,,https://en.wikipedia.org/wiki/Annaba,
71,71,"240, 282",,,,Announa,"Announa, Algeria",7.26,36.39,1,,certain or very probable,"Announa (Thibilis), Kirche II (Nordkirche - Kathedrale?)",,Thibilis,Announa,Algeria,,,,,6/7 (nach 533),533,699,7,616,7,,c,church II (northern church - cathedral),,NE,rectangle,,,three-aisle,2 W,W,,M,round,polygonal,sexfoil,round,,,,,,2,,100,n,,,y,6,"Courtois 1955, Fig. 5,8 [Pisc.]; Gui/Duval/Caillet 1992, CLXXIV,1",,,,
72,72,224,,,,Bordj el Bahri,"Bordj el Bahri, Algeria",3.25,36.79,1,,certain or very probable,"Bordj el Bahri (Rusguniae/Matifou/Tamentfoust/Lapérouse), Kathedrale (?)",,,"Bordj el Bahri, Rusguniae, Matifou, Tamentfoust, Lapérouse",Algeria,,,,,4/5,300,499,5,400,5,,c,cathedral,,NNE,rectangle,,,,"E, W","E, W",,M,rectangle,,,,,,,,,1,,,,,,,,"Gui/Duval/Caillet 1992, CLVI,3",,,,
73,73,233,,,,Bou Ismail,"Bou Ismail, Algeria",2.69,36.64,1,,certain or very probable,Bou Ismail (Castiglione),,,"Bou Ismail, Castiglione",Algeria,,,,,4/5,300,499,5,400,5,,,,,E,semicircle,,,,"N, S","N, S",E,MME,round,quatrefoil,square,,,,,,,1,,70,,,,,,"Courtois 1955, 112, Fig. 4,2 [Pisc.]; Gui/Duval/Caillet 1992, XLIII",,,,
74,74,,,,,Cap des Trois-Ilots,"Cap des Trois-Ilots, Algeria",2.26,36.63,1,http://ramppa.ddns.net/gmaps/cetaria/les-trois-ilots,certain or very probable,"Cap des Trois-Ilots (7 km östl. Cherchell), bei einer römischen villa",Cherchell,,Cap des Trois-Ilots,Algeria,,,,,fma,500,999,10,750,8,,,near a roman villa,,SE,rectangle,,,,"W, N",W,N,M,round,square,,,,,,,,,,,,,,y,4,"Gui/Duval/Caillet 1992, XXII,2",,,,
75,75,"259, 273",,,,Djemila,"Djemila, Algeria",5.74,36.32,1,,certain or very probable,"Djemila (Cuicul), Kathedrale (N-Kirche der Kirchenfamilie)",,,"Djemila, Cuicul",Algeria,,,,,5 (1. H.?),400,449,5,425,5,n,c,cathedral (northern church of the church komplex,Kirchenfamilie = Holy Family?,W,round,,,gallery,"2 E, W","NE, SE, W","E, W",M,square,quatrefoil,,,,,,,,3,,,,,,y,4,"Leglay in: ACA 5, 402, Fig. 2 [Pisc.]; Gui/Duval/Caillet 1992, LXIXf",,,,
76,76,,92,,,Henchir Bou Takrematen,"Henchir Bou Takrematen, Algeria",4.8351131,35.8566451,2,Batna,certain or very probable,"Henchir Bou Takrematen (Bou Termaten/Nova Sparsa?/ = Hr. el Atech/zwischen Setif und Batna), Kirche II (W-kirche)","Setif, Batna",,"Henchir Bou Takrematen, Bou Termaten, Nova Sparsa",Algeria,,,,,fma,500,999,10,750,8,,c,church II (west church) ,,NW,rectangle,,,,S,S,,M,horseshoe,rectangle,,,,,,,,,,43,,,,y,4,,,,,
77,77,236,,,,Henchir Deheb,"Henchir Deheb, Algeria",6.72,35.02,2,Thebessa,certain or very probable,Henchir Deheb (Henchir Redheb/südl. Tebessa),Tebessa,,"Henchir Deheb, Henchir Redheb",Algeria,,,,,5/6,400,599,6,500,6,,,,,NE,square,,,,SE,SE,,M,round,,,,,,,,,,,,,,,y,4,"Leschi in: ACA 4, 165, Fig. 16; Gui/Duval/Caillet 1992, CLIII,1 u. 2",,,,
78,78,"216,  271",,,,Kherber el-Djouhala,"Kherber el-Djouhala, Algeria",2.63,36.28,2,Médéa,certain or very probable,Kherber el-Djouhala (el-Gouéa/b. Médéa),Médéa,,"Kherber el-Djouhala , el-Gouéa",Algeria,,,,,fma,500,999,10,750,8,,,,,SE,rectangle,,,,"S, W","S, W",,E,round,,,,,,open access,,,3,"W, N, S",100,,,,,,"Leclercq in: DACL II (1910) 460, fig. 1372; Courtois 1955, 112; Fig. 4,1 [Pisc.]; Gui/Duval/Caillet 1992, XLIV,2f",,,,
79,79,214,,,,Ksar Belezma,"Ksar Belezma, Algeria",5.90,35.68,1,,certain or very probable,Ksar Belezma (b. Batna),Batna,,Ksar Belezma,Algeria,,,,,5/6,400,599,6,500,6,,,,,W,rectangle,,,,N,,,M,square,quatrefoil,,,,,,,,,,42,,,,,,"Jernigan 1981, 205, Fig. 48; Gui/Duval/Caillet 1992, LXXXVI,4",,,,
80,80,,,"103, 129",,Mesloula,"Mesloula, Algeria",7.84,35.87,1,,certain or very probable,Mesloula (Melloul(a)/30 km östl. Aïn Baïda/südl. Madauros,"Aïn Baïda, Madauros",,"Mesloula, Melloul, Melloula",Algeria,,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,,,,,,,,,,octogon,,,,,,,,,3,,,,,,y,4,,,,,
81,81,227,,,,Morsott,"Morsott, Algeria",8.01,35.67,1,,certain or very probable,"Morsott (Vasampus), Kirche I (Große Basilika)",,,"Morsott, Vasampus",Algeria,,,,,5 (?)/6 (?),400,599,6,500,6,n,c,church I (grand basilika),,E,rectangle,,,,S,"S, E",,M,square,,,,,,,,,2,,,,,,,,"Berry 1975, 72 (Abb.); Gui/Duval/Caillet 1992, CLIX,3",,,,
82,82,,,"103, 129",,Oued Rhezel,"Oued Rhezel, Algeria",6.38,36.75,1,,certain or very probable,"Oued Rhezel (Oued R'Zel/nordöstl. Chemmora), Kirche 4",Chemmora,,"Oued Rhezel, Oued R'Zel",Algeria,,,,,5/6,400,599,6,500,6,,c,church 4,,SE,rectangle,,,irregular,W,W,,,round,quatrefoil,,,,,,,,,,,,,,,,,,,,
83,83,,128,,,Sétif,"Sétif, Algeria",5.41,36.19,1,,certain or very probable,Sétif (Sitifis),,,"Sétif , Sitifis",Algeria,,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,,cross,,,,,,,,trefoil,square,,,,,,,,,,,,,,,,,,,,
84,84,,129,,,Sidi Fredj,"Sidi Fredj, Algeria",2.84,36.7553721,1,https://geographic.org/geographic_names/name.php?uni=-694172&fid=246&c=algeria,certain or very probable,Sidi Feruch,,,Sidi Feruch,Algeria,,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,"220, 267",,,,Sila,"Sila, Algeria",5.52,35.73,3,el Ksar; Constantine 201 km,certain or very probable,"Sila (Bordj el Ksar/b. Constantine), Kirche I; Phase: 1",Constantine,,"Sila, Bordj el Ksar",Algeria,,,,,6,500,599,6,550,6,,c,church I,,NE,rectangle,,,,W,W,,N-M,rectangle,,,,,,,,,,,,,,,y,4,"Gui/Duval/Caillet 1992, CVI,1",,,,
86,86,"220, 267",,,,Sila,"Sila, Algeria",5.52,35.73,3,el Ksar; Constantine 201 km,certain or very probable,"Sila (Bordj el Ksar/b. Constantine), Kirche I; Phase: 2",Constantine,,"Sila, Bordj el Ksar",Algeria,,,,,6/7,500,699,7,600,7,,c,church I,,NE,rectangle,,,,W,W,,N-M,rectangle,,,,,,,,,,,,,,,y,4,"Gui/Duval/Caillet 1992, CVI,1",,,,
87,87,232,,,,Sila,"Sila, Algeria",5.52,35.73,3,el Ksar; Constantine 201 km,certain or very probable,"Sila (Bordj el Ksar/b. Constantine), Kirche II (160 m westlich Kirche I)",Constantine,,"Sila, Bordj el Ksar",Algeria,,,,,7 (?),600,699,7,650,7,n,c,church II (160 m west church I),,W/In,inside the church,,,,W,W,E,M-E,round,rectangle,,,,,,,,,,90,,,,,,"Gui/Duval/Caillet 1992, CVI,2 u. 4",,,,
88,88,215,,,,Tebessa,"Tebessa, Algeria",8.12,35.41,1,,certain or very probable,"Tebessa (Theveste), Kloster und Basilika im Nordosten (St. Crispina?); Phase: 1",,,"Tebessa, Theveste",Algeria,,,,,5,400,499,5,450,5,,c,monastery and basilica in the north-east (St. Crispina?),,SW,rectangle,,,,W,SW,,"M
",round,hexagon,,,,,"round with 12 niches, hexagon-dodekagon with ciborium projections",,,2,,70,,,,y,6,"Berry 1976, 87; 88; 91 [Pisc.]; 92 (Abb.) [Pisc.]; Gessel 1981, 31, Abb. 48; Gui/Duval/Caillet 1992, CLf",,,,
89,89,,,,,Tebessa,"Tebessa, Algeria",8.12,35.41,1,,certain or very probable,"Tebessa (Theveste), Kloster und Basilika im Nordosten (St. Crispina?); Phase: 2",,,"Tebessa, Theveste",Algeria,,,,,5/6,400,599,6,500,6,,c,monastery and basilica in the north-east (St. Crispina?),,SW,rectangle,,,,W,SW,,M,round,hexagon,,,,,hexagon with ciborium projections,,,2,,65,,,,"y
",6,"Berry 1976, 87; 88; 92 (Abb.) [Pisc.]",,,,
90,90,246,,,,Tigzirt,"Tigzirt, Algeria",4.12,36.89,1,,certain or very probable,"Tigzirt (Iomnium/Rusucurru), Kathedrale (? - ""grande basilique"")",,Iomnium,"Tigzirt, Rusucurru",Algeria,,,,,5/6 (Ende),400,599,6,500,6,,c,cathedral,,NE,quatrefoil,,,,"S, W","S, W",4,M,round,,,,,,with ciborium projections,,,1,,80,,,,y,4,"Enlart 1919, 206, Fig. 70; Leglay in: ACA 5, 401, Fig. 1; Lassus 1970, 238, Fig. 3; Gui/Duval/Caillet 1992, XLIXf.",,,,
91,91,,,,,Tigzirt,"Tigzirt, Algeria",4.12,36.89,1,,certain or very probable,"Tigzirt (Iomnium/Rusucurru), Kirche V",,Iomnium,"Tigzirt, Rusucurru",Algeria,,,,,fma,500,999,10,750,8,,c,church V,,NE,rectangle,,,?,,,,,round,,,,,,,,,,,,,,,,,"Gui/Duval/Caillet 1992, LII,5",,,,
92,92,,135,,,Timgad,"Timgad, Algeria",6.47,35.49,1,,certain or very probable,"Timgad (Thamugadi), N/W-Kirche (""Cathédrale catholique"", ""Monastère du Nord"", Kirche extra muros)",,,"Timgad, Thamugadi",Algeria,,,,,fma,500,999,10,750,8,,c,north-west church,,SW,rectangle,,,,"N, 2 W, E","N, 2 W, E",,,round,,,,,,,,,2,,,,,,y,4,"Duval in: ACA 11, 371, Fig. 17; Gui/Duval/Caillet 1992, CXXVII,3",,,,
93,93,256,,,,Timgad,"Timgad, Algeria",6.47,35.49,1,,certain or very probable,"Timgad (Thamugadi), N/W-Kirche (Haus/Kirche des Januarius/Kathedrale)",,,"Timgad, Thamugadi",Algeria,,,,,5/6,400,599,6,500,6,,c,north-west church,Januarius,NE,rectangle,,,inside support ring,"S, W","S, W",,M,round,,,,,,,,,3,,,,,,y,4,"Gui/Duval/Caillet 1992, CXXIX,1",,,,
94,94,213,,,,Timgad,"Timgad, Algeria",6.47,35.49,1,,certain or very probable,"Timgad (Thamugadi), W-Kirche (Donatisten-Kathedrale?, ""Monastère ouest"", Kirche extra muros)",,,"Timgad, Thamugadi",Algeria,,,,,4 (Ende),375,399,4,387,4,,c,west church,,NW,rectangle,,,,"N, S, W","N, S, W",,M,hexagon,dodekagon,,,,,,,,3,,100,,,,,,"Courtois 1951, 73 (Abb.); Gui/Duval/Caillet 1992, CXXX1ff",,,,
95,95,"261, 269",,,,Tipaza,"Tipaza, Algeria",2.42,36.58,1,,certain or very probable,"Tipaza (Tipasa), Kirche I (Kathedrale - grande basilique - Kirchenkomplex)",,,"Tipaza, Tipasa",Algeria,,,,,4/5,300,499,5,400,5,,c,"church 1 (cathedral - grande basilika - church komplex
",,N,square,,,,"N, E
","N, E",,M,round,,,,,,,,,2,,100,,,,,,"Duval in: ACA 11, 352, Fig. 2a; 352, Fig. 3; Gui/Duval/Caillet 1992, XXVI,1ff",,,,
96,96,125,,,,Aschtarak,"Aschtarak, Armenia",44.36,40.30,1,,certain or very probable,"Aschtarak (Achtarak), Ziranowor",,,"Aschtarak, Achtarak, Ziranowor",Armenia,,,,,5 (?),400,499,5,450,5,n,,,,N,rectangle,,,,"S, E, W","S, E, W",,N,quatrefoil,,,,,,,,,,,,,,,,,,,,,
97,97,126,,,,Vagharšapat,"Vagharšapat, Armenia",44.29,40.16,1,,certain or very probable,"Etschmiadzin (Vagharshapat/Wagarschapat) - Zvarthnotz (Zwarthnotz), Palastkirche/Gregorkirche",,,"Etschmiadzin, Vagharshapat, Wagarschapat, Zvarthnotz, Zwarthnotz",Armenia,,,,,7,600,699,7,650,7,,c,"palace church, St. Georg church",Georg,SE,inside the church,,,,open,open,,,quatrefoil,square,,,,,,,,1,,,,,,,,"Schäfer 1978, 78 (Abb.)",,,,
98,98,,,,,Lutych,"Lutych, Belgium",5.57,50.63,1,,certain or very probable,"Lüttich {Lüttich} Notre-Dame-aux-Fonts (b. Dom, St. Lambert)","Dom, St. Lambert",,Lüttich,Belgium,,,,,8,700,799,8,750,8,,c,Notre-Dame-aux-Fonts,Mary,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,,,,,Bare,"Bare, Bosnia-Herzegovina",17.94,43.64,1,,certain or very probable,"Bare (b. Konjic), Crkvisce",Konjic,,Bare,Bosnia-Herzegovina,Crkvisce,,,,5/6,400,599,6,500,6,,,,,N,rectangle,,,,"W, open","W, open",,M/E,cross,,,,,,with octogon in the middle,,,2,"N, S",125,,,,,,"Glavaš 1985/86, 121, Sl. 7 [Pisc.]; Cambi in: ACA 11, 2412, Fig. 1; 16; Chevalier 1988, 151, Fig. 23 [Pisc.]; Basler 1993, Taf. 11, Abb. 29",,,,
100,100,,,,,Blagaj,"Blagaj, Bosnia-Herzegovina",17.89,43.26,1,,certain or very probable,Blagaj (b. Japra),Japra,,Blagaj,Bosnia-Herzegovina,,,,,6 (?),500,599,6,550,6,n,,,,NW,square,,,,"N, W","N, W",,M/E,round,,,,,,,,,2,W,,,,,,,"Chevalier 1988, 117, Fig. 1; bATLER 1993, tAF. 12, aBB. 30",,,,
101,101,,,,,Cim,"Cim, Bosnia-Herzegovina",17.78,43.35,1,,certain or very probable,Cim (nödl. Mostar),Mostar,,Cim,Bosnia-Herzegovina,,,,,5/6,400,599,6,500,6,,,,,N,rectangle,,,northern side ship ~,W,W,,E,oval,,,,,,,,,3,"N, S",60,,,,,,"Cambi in: ACA 10,2, 47, Fig. 3; Chevalier 1988, 120, Fig. 3 (o. re.); 135, Fig. 12 (o. re.); Basler 1993, Taf",,,,
102,102,,,,,Crvenica,"Crvenica, Bosnia-Herzegovina",17.31,43.59,1,,certain or very probable,Crvenica (b. Duvno/Delminium),"Duvno, Delminium",,Crvenica,Bosnia-Herzegovina,,,,,6 (Mitte),525,574,6,550,6,,,,,N,rectangle,,,,S,"S, E, W",,MS,cross,,,,,,irregular,,,2,"N, S",100,,,,,,"Chevalier 1988, 121, Fig. 4 (u. li.); 140, Fig. 16 (m. re.) [Pisc.]; Basler 1993, Taf. 15, Abb. 39",,,,
103,103,"169, 203",,,,Dabravine,"Dabravine, Bosnia-Herzegovina",18.30,44.05,3,"dvě lokality se stejným názvem, chybí upřesnění",certain or very probable,Dabravine (Dabravina),,,"Dabravine, Dabravina",Bosnia-Herzegovina,,,,,6,500,599,6,550,6,,,,,N,trapezoid,,,,W,"W, E",E,MN,round,quatrefoil,cross,,,,,,,2,,75,,,,,,"Basler 1972, 78, Abb. 65; Chevalier 1988, 124, Fig. 6 (u. li.); 137, Fig. 14 (o. re.) [Pisc.]",,,"https://www.google.cz/search?q=baptistery+Dabravine,+Bosnia-Herzegovina&tbm=isch&tbo=u&source=univ&sa=X&ved=0ahUKEwjLrZjg7ubWAhVFMhoKHfkZAkMQsAQIJQ&biw=1114&bih=535",
104,104,,,,,Gradac,"Gradac, Bosnia-Herzegovina",17.34,43.44,1,Posušje 12 km,certain or very probable,Gradac (b. Posušje),Posušje,,Gradac,Bosnia-Herzegovina,,,,,6,500,599,6,550,6,,,,,N,rectangle,,,northern side ship ~,E,E,,E,quatrefoil,,,,,,,,,,,70,,,,,,"Chevalier 1988, 120, Fig. 3 (m. re.); 140, Fig. 17 (u. li.) [Pisc.]; Cambi in: ACA 11, 2410, Fig. 14; Basler 1993, Taf. 18, Abb. 48",,,,
105,105,,,,,Halapić,"Halapić, Bosnia-Herzegovina",16.79,44.07,1,Glamoć 7.5 km,certain or very probable,"Halapić (Glavice/Salviae?/ b. Glamoć), Crkvina",Glamoć,,"Halapić, Glavice, Salviae",Bosnia-Herzegovina,Crkvina,,,,6,500,599,6,550,6,,,,,N,rectangle,,,,,,,,cross,,,,,,,,,,,,,,,,,,,,,
106,106,,,,,Karlov Han,"Karlov Han, Bosnia-Herzegovina",17.02,43.70,2,"Prisoje - Duvno 20,3 km",certain or very probable,Karlov Han (b. Prisoje bzw. b. Duvno/Delminium),"Prisoje, Duvno, Delminium",,Karlov Han,Bosnia-Herzegovina,,,,,6 (? Ende),575,599,6,587,6,n,,,,S,,,,,,,,,cross,,,,,,,,,1,,120,,,,,,"Chevalier 1988, 146, Fig. 19 [Pisc.]; Cambi in: ACA 11, 2407, Fig. 12",,,,
